,PrevClinName1,ClinCityCode,Year,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,TotCycles,TotFrozTrans,AvgCancel,AvgFreshBR,AvgFrozenBR,AvgNumFrshEmbry,AvgNumThwEmbry
623,CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO,ALBUQUERQUE,2001.0,37.0,20,30,6,64.9,40.0,33.3,0.0,5.4,25.0,30.0,16.666666666666668,27.272727272727273,20.0,16.666666666666668,0.0,11.0,5,6,3,8.0,2.0,8.0,1.0,1.0,11.0,1.0,2.3,2.7,2.9,3.2,0.0,0.0,0.0,0.0,93.0,25.0,19.266666666666666,34.55,15.984848484848484,2.7750000000000004,0.0
624,"ALBANY IVF, FERTILITY AND GYNECOLOGY",ALBANY,2001.0,34.0,13,2,1,20.6,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26.0,7.0,2.0,6.0,2.0,2.0,9.0,3.7,3.7,2.5,5.0,0.0,0.0,0.0,0.0,50.0,0.0,1.9230769230769231,7.073076923076924,0.0,3.725,0.0
625,LEADING INSTITUTE FOR FERTILITY ENHANCEMENT (L.I.F.E.),ALBANY,2001.0,19.0,11,13,1,15.789473684210526,9.090909090909092,0.0,0.0,21.05263157894737,18.181818181818183,15.384615384615385,0.0,0.0,0.0,100.0,0.0,0.0,0,1,0,38.0,4.0,7.0,0.0,0.0,4.0,2.0,3.3,3.7,3.1,4.0,0.0,0.0,0.0,0.0,44.0,1.0,13.654766286345236,6.220095693779904,25.0,3.525,0.0
626,THE FERTILITY INSTITUTE AT NEW YORK METHODIST HOSPITAL,BROOKLYN,2001.0,19.0,13,6,7,21.05263157894737,30.76923076923077,33.333333333333336,14.285714285714286,0.0,0.0,0.0,14.285714285714286,36.4,16.666666666666668,40.0,0.0,22.0,6,10,2,57.0,5.0,14.0,2.0,1.0,5.0,0.0,4.5,4.2,6.0,3.5,0.0,0.0,0.0,0.0,45.0,40.0,3.5714285714285716,24.860227491806445,23.266666666666666,4.55,0.0
627,GENESIS FERTILITY,BROOKLYN,2001.0,170.0,65,62,19,45.9,21.5,19.4,15.789473684210526,6.5,18.5,27.4,15.789473684210526,23.529411764705884,0.0,0.0,0.0,17.0,2,2,1,14.0,4.0,2.0,3.0,1.0,29.0,1.0,2.8,3.6,3.8,4.3,0.0,0.0,0.0,0.0,316.0,22.0,17.04736842105263,25.647368421052633,5.882352941176471,3.625,0.0
628,"HEALTH SCIENCE CENTER, STATE UNIVERSITY OF NEW YORK AT STONY BROOK",EAST SETAUKET,2001.0,31.0,16,8,1,22.6,18.75,0.0,0.0,25.8,43.75,75.0,0.0,50.0,0.0,100.0,0.0,8.0,3,3,1,10.0,3.0,0.0,4.0,4.0,24.0,2.0,3.0,3.4,3.5,4.0,0.0,0.0,0.0,0.0,56.0,15.0,36.1375,10.3375,37.5,3.475,0.0
629,GARDEN CITY CENTER FOR ADVANCED REPRODUCTIVE TECHNOLOGIES,GARDEN CITY,2001.0,6.0,6,7,6,16.666666666666668,50.0,28.571428571428573,0.0,0.0,0.0,14.285714285714286,83.33333333333333,37.5,66.66666666666667,0.0,0.0,8.0,3,2,1,18.0,2.0,4.0,21.0,0.0,16.0,2.0,2.5,3.2,3.5,3.0,0.0,0.0,0.0,0.0,25.0,14.0,24.404761904761905,23.80952380952381,26.041666666666668,3.05,0.0
630,MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH,HARTSDALE,2001.0,140.0,84,95,58,26.4,20.2,10.5,5.2,12.1,21.4,25.3,29.3,26.7,55.55555555555556,14.285714285714286,0.0,30.0,9,14,2,17.0,5.0,15.0,2.0,0.0,20.0,2.0,2.6,3.0,3.2,3.4,0.0,0.0,0.0,0.0,377.0,55.0,22.025,15.575,24.135317460317463,3.0500000000000003,0.0
631,NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,2001.0,164.0,91,80,43,37.2,33.0,13.8,14.0,10.4,12.1,18.8,18.6,17.6,17.6,16.0,6.666666666666667,51.0,34,25,15,17.0,1.0,1.0,8.0,1.0,26.0,6.0,3.2,3.9,3.9,4.3,0.0,0.0,0.0,0.0,378.0,125.0,14.975,24.5,14.466666666666667,3.825,0.0
632,REPRODUCTIVE SCIENCE ASSOCIATES,MINEOLA,2001.0,385.0,161,204,80,24.2,16.8,11.3,5.0,4.2,3.7,9.3,10.0,15.8,10.5,10.0,14.285714285714286,190.0,57,30,7,27.0,7.0,1.0,3.0,1.0,16.0,6.0,2.7,3.3,3.4,3.5,0.0,0.0,0.0,0.0,830.0,284.0,6.800000000000001,14.325,12.64642857142857,3.225,0.0
633,ADVANCED FERTILITY SERVICES,NEW YORK,2001.0,170.0,85,94,66,26.5,17.6,14.9,6.1,6.5,10.6,12.8,10.6,16.666666666666668,50.0,0.0,0.0,18.0,4,2,0,25.0,5.0,0.0,3.0,1.0,24.0,14.0,3.3,3.2,3.1,3.5,0.0,0.0,0.0,0.0,415.0,24.0,10.125,16.275,16.666666666666668,3.275,0.0
634,BROOKLYN FERTILITY CENTER,NEW YORK,2001.0,21.0,10,11,2,28.6,20.0,9.090909090909092,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,3,2,9.0,7.0,25.0,3.0,0.0,9.0,1.0,2.9,2.8,2.7,3.0,0.0,0.0,0.0,0.0,44.0,15.0,0.0,26.922727272727272,0.0,2.8499999999999996,0.0
635,COLUMBIA UNIVERSITY CENTER FOR WOMEN'S REPRODUCTIVE CARE,NEW YORK,2001.0,106.0,58,60,40,35.8,31.0,20.0,12.5,1.9,10.3,10.0,10.0,41.1764705882353,9.090909090909092,20.0,0.0,17.0,11,5,2,11.0,3.0,37.0,2.0,1.0,16.0,4.0,3.6,3.6,4.3,4.8,0.0,0.0,0.0,0.0,264.0,35.0,8.05,24.825,17.5668449197861,4.075,0.0
636,"NABIL HUSAMI, M.D.",NEW YORK,2001.0,45.0,15,26,11,15.6,0.0,3.8,0.0,13.3,20.0,26.9,0.0,12.5,0.0,0.0,0.0,8.0,0,3,0,22.0,3.0,25.0,3.0,4.0,7.0,3.0,3.5,3.6,3.7,3.5,0.0,0.0,0.0,0.0,97.0,11.0,15.049999999999999,4.85,3.125,3.575,0.0
637,MACLEOD LABORATORY,NEW YORK,2001.0,8.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.0,5.0,35.0,0.0,5.0,10.0,5.0,2.9,1.3,3.5,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.925,0.0
638,MEDICAL OFFICES FOR HUMAN REPRODUCTION,NEW YORK,2001.0,81.0,61,59,22,16.0,13.1,15.3,13.6,13.6,18.0,20.3,18.2,27.0,23.076923076923077,11.11111111111111,0.0,37.0,13,18,5,6.0,4.0,21.0,1.0,0.0,5.0,6.0,2.9,3.0,3.4,3.2,0.0,0.0,0.0,0.0,223.0,73.0,17.525000000000002,14.500000000000002,15.297008547008549,3.125,0.0
639,DR. LILLIAN D. NASH,NEW YORK,2001.0,9.0,8,9,5,11.11111111111111,25.0,0.0,0.0,0.0,25.0,33.333333333333336,40.0,0.0,0.0,0.0,0.0,2.0,1,0,0,17.0,0.0,15.0,0.0,0.0,0.0,0.0,3.2,4.2,3.0,2.0,0.0,0.0,0.0,0.0,31.0,3.0,24.583333333333336,9.027777777777779,0.0,3.1,0.0
640,NEW YORK FERTILITY INSTITUTE,NEW YORK,2001.0,23.0,32,28,15,47.8,40.6,35.7,33.333333333333336,13.0,6.3,10.7,6.666666666666667,0.0,0.0,100.0,0.0,1.0,0,1,0,0.0,2.0,15.0,12.0,0.0,15.0,0.0,4.7,3.5,3.6,3.6,0.0,0.0,0.0,0.0,98.0,2.0,9.166666666666666,39.358333333333334,25.0,3.8499999999999996,0.0
641,"OFFICES FOR FERTILITY AND REPRODUCTIVE MEDICINE, P.C.",NEW YORK,2001.0,65.0,36,60,31,30.8,33.3,16.7,16.1,7.7,11.1,20.0,16.1,13.0,14.285714285714286,0.0,50.0,23.0,7,7,2,5.0,6.0,15.0,0.0,0.0,12.0,1.0,3.3,3.8,3.6,4.1,0.0,0.0,0.0,0.0,192.0,39.0,13.725,24.225,19.32142857142857,3.6999999999999997,0.0
642,"PROGRAM FOR IN VITRO FERTILIZATION, REPRODUCTIVE SURGERY AND INFERTILITY",NEW YORK,2001.0,347.0,286,312,264,43.5,39.9,25.0,16.7,15.6,19.6,26.9,26.5,28.3,25.0,17.647058823529413,40.0,53.0,16,17,15,7.0,3.0,14.0,4.0,3.0,10.0,3.0,2.6,2.8,3.3,3.9,0.0,0.0,0.0,0.0,1209.0,101.0,22.15,31.275000000000002,27.73676470588235,3.15,0.0
643,REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES OF ST. LUKE'S ROOSEVELT HOSPITAL,NEW YORK,2001.0,64.0,30,45,23,46.9,53.3,26.7,4.3,7.8,6.7,11.1,8.7,0.0,100.0,33.333333333333336,0.0,12.0,1,3,1,17.0,6.0,2.0,2.0,1.0,20.0,13.0,2.7,3.3,3.7,3.6,0.0,0.0,0.0,0.0,162.0,17.0,8.575,32.8,33.333333333333336,3.3249999999999997,0.0
644,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,NEW YORK,2001.0,615.0,444,421,257,43.9,36.0,27.6,15.6,9.9,13.7,21.1,23.0,40.3,40.7,21.05263157894737,54.54545454545455,62.0,27,19,11,10.0,5.0,14.0,5.0,1.0,23.0,2.0,2.9,3.4,3.7,3.9,0.0,0.0,0.0,0.0,1737.0,119.0,16.925,30.775,39.149521531100476,3.475,0.0
645,THE CAPITAL REGION GENETICS & IVF CENTER,NISKAYUNA,2001.0,33.0,20,22,3,18.2,15.0,13.6,0.0,0.0,5.0,4.5,0.0,33.333333333333336,33.333333333333336,16.666666666666668,0.0,15.0,12,12,2,26.0,5.0,6.0,3.0,0.0,33.0,0.0,2.4,2.3,2.6,3.0,0.0,0.0,0.0,0.0,78.0,41.0,2.375,11.700000000000001,20.833333333333336,2.5749999999999997,0.0
646,LONG ISLAND IVF ASSOCIATES,PORT JEFFERSON,2001.0,254.0,147,133,60,40.2,29.9,31.6,13.3,6.7,17.0,18.0,25.0,29.9,21.6,11.8,23.076923076923077,107.0,51,34,13,17.0,10.0,5.0,10.0,2.0,21.0,2.0,2.6,2.7,3.2,3.7,0.0,0.0,0.0,0.0,594.0,205.0,16.675,28.749999999999996,21.59423076923077,3.05,0.0
647,INSTITUTE FOR REPRODUCTIVE HEALTH AND INFERTILITY,ROCHESTER,2001.0,21.0,16,17,1,23.8,25.0,5.882352941176471,0.0,4.8,6.25,23.529411764705884,0.0,0.0,50.0,100.0,0.0,4.0,2,1,1,8.0,3.0,3.0,0.0,1.0,26.0,3.0,2.8,2.9,3.0,5.0,0.0,0.0,0.0,0.0,55.0,8.0,8.64485294117647,13.670588235294117,37.5,3.425,0.0
648,STRONG FERTILITY AND REPRODUCTIVE SCIENCE CENTER,ROCHESTER,2001.0,108.0,59,41,17,38.0,32.2,17.1,17.647058823529413,9.3,18.6,31.7,11.764705882352942,15.384615384615385,33.333333333333336,0.0,0.0,13.0,9,7,1,20.0,5.0,7.0,6.0,1.0,16.0,1.0,2.7,3.0,3.1,3.6,0.0,0.0,0.0,0.0,225.0,30.0,17.841176470588238,26.236764705882358,12.17948717948718,3.1,0.0
649,INFERTILITY AND IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK,SNYDER,2001.0,108.0,66,57,7,33.3,18.2,12.3,0.0,13.9,27.3,21.1,28.571428571428573,45.0,11.11111111111111,20.0,33.333333333333336,20.0,9,5,3,19.0,8.0,2.0,8.0,0.0,21.0,0.0,2.5,2.8,3.2,3.7,0.0,0.0,0.0,0.0,238.0,37.0,22.717857142857145,15.95,27.361111111111114,3.05,0.0
650,CNY FERTILITY CENTER,SYRACUSE,2001.0,215.0,78,60,21,34.0,38.5,23.3,14.3,5.6,11.5,10.0,4.8,29.6,50.0,20.0,0.0,27.0,4,5,2,17.0,2.0,8.0,3.0,1.0,5.0,10.0,3.9,4.0,3.6,4.0,0.0,0.0,0.0,0.0,374.0,38.0,7.9750000000000005,27.525,24.9,3.875,0.0
651,WESTCHESTER FERTILITY AND REPRODUCTIVE ENDOCRINOLOGY,WHITE PLAINS,2001.0,50.0,24,26,12,18.0,8.3,0.0,8.333333333333334,8.0,20.8,23.1,16.666666666666668,26.31578947368421,12.5,0.0,0.0,19.0,8,6,2,6.0,8.0,1.0,2.0,0.0,9.0,0.0,3.2,3.3,3.5,4.1,0.0,0.0,0.0,0.0,112.0,35.0,17.14166666666667,8.658333333333333,9.703947368421051,3.525,0.0
652,REPRODUCTIVE MEDICINE/IVF,WILLIAMSVILLE,2001.0,33.0,15,16,1,36.4,33.333333333333336,6.25,0.0,12.1,20.0,18.75,100.0,57.142857142857146,33.333333333333336,50.0,0.0,7.0,3,2,0,30.0,0.0,0.0,14.0,2.0,21.0,2.0,3.3,3.3,3.8,0.0,0.0,0.0,0.0,0.0,65.0,12.0,37.7125,18.995833333333334,35.11904761904762,2.5999999999999996,0.0
653,NORTH CAROLINA CENTER FOR REPRODUCTIVE MEDICINE,CARY,2001.0,236.0,79,59,12,37.7,22.8,20.3,16.666666666666668,5.5,13.9,23.7,25.0,11.11111111111111,25.0,0.0,0.0,18.0,8,1,2,11.0,4.0,3.0,12.0,3.0,10.0,7.0,3.7,4.1,4.1,4.2,0.0,0.0,0.0,0.0,386.0,29.0,17.025,24.366666666666667,9.027777777777779,4.0249999999999995,0.0
654,UNIVERSITY OF NORTH CAROLINA A.R.T. CLINIC,CHAPEL HILL,2001.0,76.0,28,17,6,32.9,25.0,11.764705882352942,16.666666666666668,19.7,14.3,47.05882352941177,16.666666666666668,37.5,0.0,0.0,0.0,8.0,3,3,0,13.0,10.0,9.0,1.0,0.0,33.0,3.0,3.2,3.5,3.4,3.8,0.0,0.0,0.0,0.0,127.0,14.0,24.43137254901961,21.5828431372549,9.375,3.4749999999999996,0.0
655,INSTITUTE FOR ASSISTED REPRODUCTION,CHARLOTTE,2001.0,223.0,82,54,24,41.3,35.4,20.4,12.5,9.4,18.3,18.5,37.5,45.2,44.44444444444444,50.0,0.0,42.0,9,4,1,25.0,6.0,4.0,13.0,1.0,18.0,4.0,2.7,3.2,3.8,4.9,0.0,0.0,0.0,0.0,383.0,56.0,20.925,27.4,34.91111111111111,3.65,0.0
656,PROGRAM FOR ASSISTED REPRODUCTION,CHARLOTTE,2001.0,68.0,29,24,5,39.7,27.6,12.5,0.0,14.7,20.7,16.7,20.0,8.333333333333334,14.285714285714286,0.0,0.0,12.0,7,2,1,15.0,4.0,7.0,18.0,1.0,18.0,1.0,2.6,3.3,3.5,3.0,0.0,0.0,0.0,0.0,126.0,22.0,18.025,19.950000000000003,5.654761904761905,3.1,0.0
657,DUKE UNIVERSITY MEDICAL CENTER,DURHAM,2001.0,128.0,42,42,7,22.7,19.0,11.9,0.0,11.7,11.9,28.6,57.142857142857146,7.7,0.0,50.0,0.0,26.0,3,4,0,17.0,10.0,10.0,16.0,2.0,8.0,2.0,3.2,3.5,4.1,2.7,0.0,0.0,0.0,0.0,219.0,33.0,27.33571428571429,13.4,14.425,3.375,0.0
658,EAST CAROLINA UNIVERSITY,GREENVILLE,2001.0,28.0,13,9,4,32.1,23.076923076923077,22.22222222222222,0.0,7.1,23.076923076923077,11.11111111111111,0.0,28.571428571428573,33.333333333333336,0.0,0.0,7.0,3,0,0,11.0,11.0,18.0,5.0,0.0,18.0,1.0,3.0,3.5,3.4,3.5,0.0,0.0,0.0,0.0,54.0,10.0,10.322008547008547,19.349786324786322,15.476190476190478,3.35,0.0
659,"REPRODUCTIVE CONSULTANTS, P.A.",RALEIGH,2001.0,25.0,13,8,0,32.0,46.15384615384615,12.5,0.0,4.0,23.076923076923077,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,18.0,7.0,9.0,4.0,0.0,34.0,2.0,3.6,4.3,3.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,13.01923076923077,22.66346153846154,0.0,2.725,0.0
660,MERITCARE MEDICAL GROUP--FERTILITY CENTER,FARGO,2001.0,59.0,16,12,1,20.3,6.25,25.0,0.0,8.5,12.5,8.333333333333334,100.0,0.0,0.0,0.0,0.0,8.0,1,0,0,13.0,10.0,4.0,8.0,1.0,12.0,11.0,2.9,2.8,2.7,0.0,0.0,0.0,0.0,0.0,88.0,9.0,32.333333333333336,12.8875,0.0,2.0999999999999996,0.0
661,"FERTILITY UNLIMITED, INC.",AKRON,2001.0,37.0,16,33,0,24.3,12.5,12.1,0.0,8.1,12.5,18.2,0.0,14.285714285714286,0.0,0.0,0.0,7.0,4,1,0,22.0,3.0,4.0,24.0,0.0,3.0,2.0,2.3,2.8,2.1,0.0,0.0,0.0,0.0,0.0,86.0,12.0,9.7,12.225,3.5714285714285716,1.7999999999999998,0.0
662,REPRODUCTIVE GYNECOLOGY,AKRON,2001.0,76.0,28,22,8,40.8,17.9,9.1,0.0,2.6,17.9,13.6,12.5,8.7,0.0,0.0,0.0,23.0,7,1,3,14.0,7.0,1.0,10.0,0.0,6.0,1.0,3.0,3.2,3.6,3.5,0.0,0.0,0.0,0.0,134.0,34.0,11.65,16.95,2.175,3.325,0.0
663,CLEVELAND CLINIC FERTILITY CENTER,BEACHWOOD,2001.0,224.0,99,70,36,42.9,44.4,30.0,8.3,13.4,18.2,17.1,41.7,26.3,25.0,40.0,33.333333333333336,38.0,20,5,6,23.0,6.0,3.0,6.0,2.0,27.0,2.0,2.8,3.2,3.4,3.1,0.0,0.0,0.0,0.0,429.0,69.0,22.6,31.4,31.15833333333333,3.125,0.0
664,BETHESDA CENTER FOR REPRODUCTIVE HEALTH & FERTILITY,CINCINNATI,2001.0,51.0,34,26,5,25.5,26.5,26.9,20.0,13.7,32.4,23.1,0.0,15.0,37.5,25.0,50.0,20.0,8,4,2,17.0,7.0,20.0,7.0,0.0,14.0,3.0,2.6,3.0,3.2,4.4,0.0,0.0,0.0,0.0,116.0,34.0,17.299999999999997,24.725,31.875,3.3000000000000003,0.0
665,CENTER FOR REPRODUCTIVE HEALTH,CINCINNATI,2001.0,42.0,19,8,1,40.5,10.526315789473685,37.5,0.0,4.8,5.2631578947368425,0.0,0.0,28.571428571428573,33.333333333333336,40.0,0.0,14.0,3,5,1,8.0,2.0,8.0,11.0,4.0,14.0,2.0,2.9,2.9,2.9,4.0,0.0,0.0,0.0,0.0,70.0,23.0,2.515789473684211,22.13157894736842,25.476190476190478,3.175,0.0
666,INSTITUTE FOR REPRODUCTIVE HEALTH,CINCINNATI,2001.0,301.0,120,83,16,36.2,32.5,18.1,12.5,9.3,14.2,25.3,37.5,29.5,21.2,10.0,0.0,95.0,33,10,0,12.0,4.0,2.0,12.0,1.0,16.0,3.0,2.9,3.4,4.0,4.0,0.0,0.0,0.0,0.0,520.0,138.0,21.575,24.825000000000003,15.175,3.575,0.0
667,MACDONALD FERTILITY AND IVF PROGRAM,CLEVELAND,2001.0,52.0,28,15,7,46.2,46.4,13.333333333333334,28.571428571428573,15.4,25.0,46.666666666666664,14.285714285714286,66.66666666666667,50.0,0.0,0.0,3.0,4,3,0,18.0,1.0,9.0,5.0,1.0,26.0,1.0,3.0,3.4,3.3,4.3,0.0,0.0,0.0,0.0,102.0,10.0,25.33809523809524,33.62619047619047,29.166666666666668,3.5,0.0
668,METROHEALTH MEDICAL CENTER FERTILITY CLINIC,CLEVELAND,2001.0,9.0,2,2,0,22.22222222222222,50.0,50.0,0.0,22.22222222222222,0.0,0.0,0.0,75.0,0.0,0.0,0.0,4.0,0,1,0,39.0,0.0,0.0,11.0,0.0,22.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,5.555555555555555,30.555555555555557,18.75,2.25,0.0
669,OHIO REPRODUCTIVE MEDICINE,COLUMBUS,2001.0,330.0,119,112,34,35.2,31.1,13.4,2.9,7.3,12.6,26.8,47.1,21.2,37.9,30.76923076923077,25.0,85.0,29,13,4,25.0,4.0,2.0,8.0,1.0,20.0,1.0,2.6,3.0,3.1,4.3,0.0,0.0,0.0,0.0,595.0,131.0,23.450000000000003,20.650000000000006,28.717307692307692,3.25,0.0
670,MIAMI VALLEY HOSPITAL FERTILITY CENTER,DAYTON,2001.0,35.0,10,3,0,40.0,20.0,0.0,0.0,11.4,10.0,0.0,0.0,60.0,0.0,100.0,0.0,5.0,2,1,1,18.0,1.0,8.0,6.0,0.0,13.0,1.0,2.9,2.8,1.7,0.0,0.0,0.0,0.0,0.0,48.0,9.0,5.35,15.0,40.0,1.8499999999999999,0.0
671,KETTERING REPRODUCTIVE MEDICINE,KETTERING,2001.0,59.0,26,15,4,25.4,19.2,20.0,0.0,10.2,26.9,26.666666666666668,0.0,5.555555555555555,20.0,11.11111111111111,0.0,18.0,5,9,0,8.0,4.0,6.0,0.0,1.0,10.0,0.0,3.3,3.8,3.4,5.3,0.0,0.0,0.0,0.0,104.0,32.0,15.941666666666666,16.15,9.166666666666668,3.95,0.0
672,FERTILITY CENTER OF NORTHWESTERN OHIO,"TOLEDO,",2001.0,75.0,30,15,4,18.7,10.0,20.0,0.0,32.0,50.0,46.666666666666664,100.0,0.0,50.0,0.0,0.0,7.0,2,0,0,35.0,7.0,1.0,2.0,1.0,23.0,1.0,2.6,2.3,3.0,0.0,0.0,0.0,0.0,0.0,124.0,9.0,57.166666666666664,12.175,12.5,1.975,0.0
673,"HENRY G. BENNETT, JR., FERTILITY INSTITUTE",OKLAHOMA CITY,2001.0,150.0,55,26,8,42.7,43.6,38.5,12.5,7.3,12.7,11.5,0.0,11.764705882352942,20.0,0.0,0.0,17.0,10,1,1,21.0,15.0,1.0,7.0,0.0,20.0,1.0,2.6,2.6,2.7,2.3,0.0,0.0,0.0,0.0,239.0,29.0,7.875,34.325,7.9411764705882355,2.55,0.0
674,"CENTER FOR REPRODUCTIVE HEALTH, P.C.",OKLAHOMA CITY,2001.0,25.0,6,8,2,32.0,33.333333333333336,0.0,0.0,24.0,16.666666666666668,62.5,50.0,0.0,25.0,0.0,0.0,3.0,4,2,2,23.0,0.0,7.0,1.0,0.0,30.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0,11.0,38.29166666666667,16.333333333333336,6.25,1.5,0.0
675,TULSA CENTER FOR FERTILITY & WOMEN'S HEALTH,TULSA,2001.0,110.0,38,20,5,40.9,23.7,50.0,0.0,3.6,7.9,15.0,0.0,16.666666666666668,0.0,33.333333333333336,0.0,18.0,4,3,0,15.0,8.0,1.0,18.0,1.0,15.0,5.0,2.6,3.1,3.1,3.4,0.0,0.0,0.0,0.0,173.0,25.0,6.625,28.65,12.5,3.0500000000000003,0.0
676,NORTHWEST FERTILITY CENTER,PORTLAND,2001.0,42.0,16,20,7,28.6,37.5,15.0,0.0,9.5,6.25,0.0,0.0,7.7,23.076923076923077,12.5,0.0,26.0,13,8,1,15.0,2.0,1.0,5.0,1.0,16.0,25.0,3.0,3.8,3.6,3.7,0.0,0.0,0.0,0.0,85.0,48.0,3.9375,20.275,10.819230769230769,3.5250000000000004,0.0
677,PORTLAND CENTER FOR REPRODUCTIVE MEDICINE,PORTLAND,2001.0,86.0,41,31,8,46.5,31.7,16.1,12.5,12.8,17.1,22.6,12.5,38.46153846153846,0.0,33.333333333333336,0.0,13.0,5,3,0,8.0,4.0,16.0,10.0,4.0,13.0,2.0,2.8,3.6,3.8,4.4,0.0,0.0,0.0,0.0,166.0,21.0,16.25,26.700000000000003,17.94871794871795,3.65,0.0
678,UNIVERSITY FERTILITY CONSULTANTS,PORTLAND,2001.0,147.0,66,43,18,32.7,27.3,25.6,5.555555555555555,17.0,27.3,25.6,33.333333333333336,51.9,25.0,28.571428571428573,0.0,27.0,8,7,3,16.0,4.0,9.0,6.0,1.0,18.0,5.0,2.5,2.5,3.2,3.2,0.0,0.0,0.0,0.0,274.0,45.0,25.808333333333337,22.788888888888888,26.367857142857144,2.8499999999999996,0.0
679,TOLL CENTER FOR REPRODUCTIVE SCIENCES,ABINGTON,2001.0,145.0,67,38,18,31.7,17.9,18.4,5.555555555555555,6.2,11.9,13.2,16.666666666666668,45.7,19.0,0.0,20.0,35.0,21,10,5,13.0,7.0,14.0,12.0,1.0,20.0,3.0,3.1,3.3,3.8,3.9,0.0,0.0,0.0,0.0,268.0,71.0,11.991666666666667,18.38888888888889,21.175,3.525,0.0
680,"INFERTILITY SOLUTIONS, P.C.",ALLENTOWN,2001.0,31.0,11,5,6,22.6,0.0,20.0,0.0,0.0,27.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2,1,0,17.0,14.0,11.0,7.0,4.0,19.0,0.0,3.3,3.1,3.3,3.3,0.0,0.0,0.0,0.0,53.0,9.0,6.818181818181818,10.65,0.0,3.25,0.0
681,REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY SPECIALISTS,ALLENTOWN,2001.0,63.0,24,25,9,28.6,12.5,8.0,0.0,19.0,8.3,24.0,33.333333333333336,20.0,0.0,0.0,0.0,5.0,1,0,0,18.0,6.0,4.0,1.0,2.0,30.0,6.0,4.3,4.8,4.8,3.7,0.0,0.0,0.0,0.0,121.0,6.0,21.15833333333333,12.275,5.0,4.3999999999999995,0.0
682,"REPROTECH, INC.",ALLENTOWN,2001.0,2.0,0,1,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,12.5,0.0,2.25,0.0
683,FAMILY FERTILITY CENTER,BETHLEHEM,2001.0,32.0,12,4,4,21.9,33.333333333333336,25.0,0.0,6.3,41.666666666666664,0.0,0.0,12.5,0.0,0.0,0.0,8.0,0,1,0,2.0,10.0,12.0,3.0,0.0,15.0,0.0,3.3,4.0,4.3,4.8,0.0,0.0,0.0,0.0,52.0,9.0,11.991666666666665,20.058333333333334,3.125,4.1,0.0
684,IVF MARRERO,BRIDGEVILLE,2001.0,17.0,2,10,2,17.647058823529413,50.0,10.0,0.0,5.882352941176471,0.0,20.0,0.0,14.285714285714286,0.0,100.0,0.0,7.0,0,1,0,9.0,2.0,0.0,12.0,0.0,2.0,0.0,4.4,5.0,4.0,4.0,0.0,0.0,0.0,0.0,31.0,8.0,6.470588235294118,19.411764705882355,28.571428571428573,4.35,0.0
